itemId,itemName,itemLvl,quality,qualityName,classId,classIdName,subClassId,inventorySlot,inventorySlotName,crmRarity,crmSlot,slotType
10242,Heavy Lamellar Gauntlets,52,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
10243,Heavy Lamellar Girdle,51,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10244,Heavy Lamellar Leggings,54,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10245,Heavy Lamellar Pauldrons,53,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
10246,Master's Vest,65,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
10247,Master's Boots,63,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
10248,Master's Bracers,62,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
10249,Master's Cloak,61,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
10250,Master's Hat,63,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10251,Master's Gloves,63,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
10252,Master's Leggings,64,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
10253,Master's Mantle,63,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
10254,Master's Robe,65,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
10255,Master's Belt,62,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
10256,Adventurer's Bracers,61,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
10257,Adventurer's Boots,62,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
10258,Adventurer's Cape,60,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
10259,Adventurer's Belt,62,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
10260,Adventurer's Gloves,63,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
10261,Adventurer's Bandana,63,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
10262,Adventurer's Legguards,64,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
10263,Adventurer's Shoulders,63,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
10264,Adventurer's Tunic,65,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
10265,Masterwork Bracers,62,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
10266,Masterwork Breastplate,65,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
10267,Masterwork Cape,61,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
10268,Masterwork Gauntlets,63,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
10269,Masterwork Girdle,62,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
10270,Masterwork Boots,63,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
10271,Masterwork Shield,65,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10272,Masterwork Circlet,63,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
10273,Masterwork Legplates,64,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
10274,Masterwork Pauldrons,63,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
10275,Emerald Breastplate,60,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
10276,Emerald Sabatons,56,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
10277,Emerald Gauntlets,57,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
10278,Emerald Girdle,55,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10279,Emerald Helm,58,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
10280,Emerald Legplates,59,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10281,Emerald Pauldrons,58,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
10282,Emerald Vambraces,56,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
10285,Shadow Silk,40,1,Common,7,Trade Goods,0,0,,257260004,257260004,
10286,Heart of the Wild,45,1,Common,15,Miscellaneous,1,0,,257260004,257260004,
10290,Pink Dye,50,1,Common,7,Trade Goods,0,0,,257260004,257260004,
10300,Pattern: Red Mageweave Vest,43,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10301,Pattern: White Bandit Mask,43,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10302,Pattern: Red Mageweave Pants,43,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10303,Pattern: Stormcloth Pants,44,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10304,Pattern: Stormcloth Gloves,44,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10305,Scroll of Protection IV,55,1,Common,0,Consumables,0,0,,257260004,257260004,
10306,Scroll of Spirit IV,55,1,Common,0,Consumables,0,0,,257260004,257260004,
10307,Scroll of Stamina IV,60,1,Common,0,Consumables,0,0,,257260004,257260004,
10308,Scroll of Intellect IV,60,1,Common,0,Consumables,0,0,,257260004,257260004,
10309,Scroll of Agility IV,65,1,Common,0,Consumables,0,0,,257260004,257260004,
10310,Scroll of Strength IV,65,1,Common,0,Consumables,0,0,,257260004,257260004,
10311,Pattern: Orange Martial Shirt,44,1,Common,9,Recipes,2,0,,257260004,257260004,Orange Martial Shirt
10312,Pattern: Red Mageweave Gloves,45,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10313,Pattern: Stormcloth Vest,45,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10314,Pattern: Lavender Mageweave Shirt,46,1,Common,9,Recipes,2,0,,257260004,257260004,Lavender Mageweave Shirt
10315,Pattern: Red Mageweave Shoulders,47,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10317,Pattern: Pink Mageweave Shirt,47,1,Common,9,Recipes,2,0,,257260004,257260004,Pink Mageweave Shirt
10318,Pattern: Admiral's Hat,48,1,Common,9,Recipes,2,0,,257260004,257260004,Cloth
10319,Pattern: Stormcloth Headband,48,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10320,Pattern: Red Mageweave Headband,48,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10321,Pattern: Tuxedo Shirt,48,1,Common,9,Recipes,2,0,,257260004,257260004,Tuxedo Shirt
10322,Pattern: Stormcloth Shoulders,49,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10323,Pattern: Tuxedo Pants,49,1,Common,9,Recipes,2,0,,257260004,257260004,Tuxedo Pants
10324,Pattern: Stormcloth Boots,50,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10325,Pattern: White Wedding Dress,50,1,Common,9,Recipes,2,0,,257260004,257260004,White Wedding Dress
10326,Pattern: Tuxedo Jacket,50,1,Common,9,Recipes,2,0,,257260004,257260004,Tuxedo Jacket
10330,Scarlet Leggings,43,3,Rare,4,Armor,3,7,Legs,257260001,257260002,Mail
10362,Ornate Shield,58,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10363,Engraved Wall,60,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10364,Templar Shield,58,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10365,Emerald Shield,59,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10366,Demon Guard,63,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10367,Hyperion Shield,65,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10368,Imbued Plate Armor,62,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
10369,Imbued Plate Gauntlets,58,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
10370,Imbued Plate Girdle,57,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10371,Imbued Plate Greaves,58,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
10372,Imbued Plate Helmet,59,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
10373,Imbued Plate Leggings,61,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10374,Imbued Plate Pauldrons,59,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
10375,Imbued Plate Vambraces,57,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
10376,Commander's Boots,60,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
10377,Commander's Vambraces,59,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
10378,Commander's Armor,63,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
10379,Commander's Helm,61,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
10380,Commander's Gauntlets,60,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
10381,Commander's Girdle,59,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10382,Commander's Leggings,62,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10383,Commander's Pauldrons,61,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
10384,Hyperion Armor,65,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
10385,Hyperion Greaves,62,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
10386,Hyperion Gauntlets,62,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
10387,Hyperion Girdle,61,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10388,Hyperion Helm,63,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
10389,Hyperion Legplates,64,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10390,Hyperion Pauldrons,63,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
10391,Hyperion Vambraces,60,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
10398,Mechanical Chicken,40,1,Common,15,Miscellaneous,0,0,,257260004,257260004,
10418,Glimmering Mithril Insignia,50,2,Uncommon,4,Armor,-4,12,Trinket,257260000,257260003,
10443,Singed Letter,48,1,Common,12,Quest,0,0,,257260004,257260004,
10454,Essence of Eranikus,48,2,Uncommon,12,Quest,0,0,,257260000,257260004,
10455,Chained Essence of Eranikus,60,2,Uncommon,4,Armor,-4,12,Trinket,257260000,257260003,
10461,Shadowy Bracers,45,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
10462,Shadowy Belt,47,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
10463,Pattern: Shadoweave Mask,49,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
10465,Egg of Hakkar,50,1,Common,12,Quest,0,0,,257260004,257260004,
10479,Kovic's Trading Satchel,50,2,Uncommon,15,Miscellaneous,4,0,,257260000,257260004,
10500,Fire Goggles,41,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10501,Catseye Ultra Goggles,44,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10502,Spellpower Goggles Xtreme,43,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10503,Rose Colored Goggles,46,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10504,Green Lens,49,3,Rare,4,Armor,1,1,Head,257260001,257260002,Cloth
10506,Deepdive Helmet,46,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10508,Mithril Blunderbuss,41,2,Uncommon,2,Weapons,3,15,Ranged,257260000,257260006,Gun
10510,Mithril Heavy-bore Rifle,44,2,Uncommon,2,Weapons,3,15,Ranged,257260000,257260006,Gun
10512,Hi-Impact Mithril Slugs,42,2,Uncommon,6,Projectiles,3,24,Projectile,257260000,257260004,Bullet
10513,Mithril Gyro-Shot,49,2,Uncommon,6,Projectiles,3,24,Projectile,257260000,257260004,Bullet
10514,Mithril Frag Bomb,43,1,Common,7,Trade Goods,2,0,,257260004,257260004,
10518,Parachute Cloak,45,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
10542,Goblin Mining Helmet,41,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
10543,Goblin Construction Helmet,41,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10545,Gnomish Goggles,42,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10546,Deadly Scope,42,1,Common,0,Consumables,6,0,,257260004,257260004,
10548,Sniper Scope,48,1,Common,0,Consumables,6,0,,257260004,257260004,
10560,Unstable Trigger,40,1,Common,7,Trade Goods,1,0,,257260004,257260004,
10561,Mithril Casing,43,1,Common,7,Trade Goods,1,0,,257260004,257260004,
10562,Hi-Explosive Bomb,47,1,Common,7,Trade Goods,2,0,,257260004,257260004,
10569,Hoard of the Black Dragonflight,50,1,Common,15,Miscellaneous,4,0,,257260004,257260004,
10574,Corpseshroud,40,3,Rare,4,Armor,1,1,Head,257260001,257260002,Cloth
10576,Mithril Mechanical Dragonling,50,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10577,Goblin Mortar,41,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10579,Explosive Arrow,42,3,Rare,6,Projectiles,2,24,Projectile,257260001,257260004,Arrow
10580,Goblin "Boom" Box,43,1,Common,7,Trade Goods,2,0,,257260004,257260004,
10581,Death's Head Vestment,40,3,Rare,4,Armor,1,5,Chest,257260001,257260002,Cloth
10585,Goblin Radio,44,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10586,The Big One,45,1,Common,7,Trade Goods,2,0,,257260004,257260004,
10587,Goblin Bomb Dispenser,46,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10588,Goblin Rocket Helmet,47,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10589,Oathstone of Ysera's Dragonflight,48,1,Common,12,Quest,0,0,,257260004,257260004,
10592,Catseye Elixir,40,1,Common,0,Consumables,2,0,,257260004,257260004,
10594,[PH] Hakkar'i Urn,40,1,Common,15,Miscellaneous,0,0,,257260004,257260004,
10602,Schematic: Deadly Scope,42,1,Common,9,Recipes,3,0,,257260004,257260004,Deadly Scope
10603,Schematic: Catseye Ultra Goggles,44,2,Uncommon,9,Recipes,3,0,,257260000,257260004,Cloth
10604,Schematic: Mithril Heavy-bore Rifle,44,2,Uncommon,9,Recipes,3,0,,257260000,257260004,Gun
10605,Schematic: Spellpower Goggles Xtreme,45,3,Rare,9,Recipes,3,0,,257260001,257260004,Cloth
10606,Schematic: Parachute Cloak,45,2,Uncommon,9,Recipes,3,0,,257260000,257260004,
10607,Schematic: Deepdive Helmet,46,1,Common,9,Recipes,3,0,,257260004,257260004,Cloth
10608,Schematic: Sniper Scope,48,3,Rare,9,Recipes,3,0,,257260001,257260004,Sniper Scope
10609,Schematic: Mithril Mechanical Dragonling,50,1,Common,9,Recipes,3,0,,257260004,257260004,Mithril Mechanical Dragonling
10620,Thorium Ore,40,1,Common,7,Trade Goods,0,0,,257260004,257260004,
10623,Winter's Bite,48,3,Rare,2,Weapons,0,21,Main Hand,257260001,257260001,Axe
10624,Stinging Bow,47,3,Rare,2,Weapons,2,15,Ranged,257260001,257260006,Bow
10625,Stealthblade,49,3,Rare,2,Weapons,15,13,One-Hand,257260001,257260001,Dagger
10626,Ragehammer,50,3,Rare,2,Weapons,5,17,Two-Hand,257260001,257260000,Mace
10627,Bludgeon of the Grinning Dog,47,3,Rare,2,Weapons,10,17,Two-Hand,257260001,257260000,Staff
10628,Deathblow,48,3,Rare,2,Weapons,8,17,Two-Hand,257260001,257260000,Sword
10629,Mistwalker Boots,50,3,Rare,4,Armor,1,8,Feet,257260001,257260003,Cloth
10630,Soulcatcher Halo,51,3,Rare,4,Armor,1,1,Head,257260001,257260002,Cloth
10631,Murkwater Gauntlets,46,3,Rare,4,Armor,3,10,Hands,257260001,257260003,Mail
10632,Slimescale Bracers,49,3,Rare,4,Armor,3,9,Wrist,257260001,257260004,Mail
10633,Silvershell Leggings,51,3,Rare,4,Armor,4,7,Legs,257260001,257260002,Plate
10634,Mindseye Circle,46,3,Rare,4,Armor,-2,11,Finger,257260001,257260004,
10644,Recipe: Goblin Rocket Fuel,42,1,Common,9,Recipes,6,0,,257260004,257260004,Goblin Rocket Fuel
10645,Gnomish Death Ray,48,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10646,Goblin Sapper Charge,41,1,Common,7,Trade Goods,2,0,,257260004,257260004,
10647,Engineer's Ink,50,1,Common,7,Trade Goods,0,0,,257260004,257260004,
10648,Blank Parchment,40,1,Common,7,Trade Goods,0,0,,257260004,257260004,
10652,Will of the Mountain Giant,51,2,Uncommon,2,Weapons,1,17,Two-Hand,257260000,257260000,Axe
10659,Shard of Afrasa,57,2,Uncommon,4,Armor,-4,12,Trinket,257260000,257260003,
10662,Filled Egg of Hakkar,50,1,Common,12,Quest,0,0,,257260004,257260004,
10664,A Note to Magus Rimtori,45,1,Common,12,Quest,0,0,,257260004,257260004,
10683,Explorer's Knapsack,55,1,Common,1,Containers,0,18,Bag,257260004,257260004,
10686,Aegis of Battle,55,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
10696,Enchanted Azsharite Felbane Sword,60,2,Uncommon,2,Weapons,7,21,Main Hand,257260000,257260001,Sword
10697,Enchanted Azsharite Felbane Dagger,60,2,Uncommon,2,Weapons,15,13,One-Hand,257260000,257260001,Dagger
10698,Enchanted Azsharite Felbane Staff,60,2,Uncommon,2,Weapons,10,17,Two-Hand,257260000,257260000,Staff
10700,Encarmine Boots,45,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
10701,Boots of Zua'tec,45,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
10702,Enormous Ogre Boots,43,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
10703,Fiendish Skiv,45,2,Uncommon,2,Weapons,15,13,One-Hand,257260000,257260001,Dagger
10704,Chillnail Splinter,46,2,Uncommon,2,Weapons,19,15,Ranged,257260000,257260004,Wand
10705,Firwillow Wristbands,47,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
10706,Nightscale Girdle,47,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
10707,Steelsmith Greaves,52,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
10708,Skullspell Orb,52,2,Uncommon,4,Armor,-5,23,Held In Off-hand,257260000,257260004,
10709,Pyrestone Orb,55,2,Uncommon,4,Armor,-5,23,Held In Off-hand,257260000,257260004,
10711,Dragon's Blood Necklace,44,3,Rare,4,Armor,-3,2,Neck,257260001,257260004,
10713,Plans: Inlaid Mithril Cylinder,40,1,Common,9,Recipes,4,0,,257260004,257260004,Inlaid Mithril Cylinder
10716,Gnomish Shrink Ray,41,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10719,Mobile Alarm,41,1,Common,7,Trade Goods,3,0,,257260004,257260004,
10720,Gnomish Net-o-Matic Projector,42,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10721,Gnomish Harm Prevention Belt,43,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
10723,Gnomish Ham Radio,44,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10724,Gnomish Rocket Boots,45,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
10725,Gnomish Battle Chicken,46,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10726,Gnomish Mind Control Cap,47,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10727,Goblin Dragon Gun,48,1,Common,4,Armor,-4,12,Trinket,257260004,257260003,
10728,Pattern: Black Swashbuckler's Shirt,40,1,Common,9,Recipes,2,0,,257260004,257260004,Black Swashbuckler's Shirt
10739,Ring of Fortitude,53,2,Uncommon,4,Armor,-2,11,Finger,257260000,257260004,
10740,Centurion Legplates,53,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
10741,Lordrec Helmet,53,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
10742,Dragonflight Leggings,51,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
10743,Drakefire Headguard,51,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
10744,Axe of the Ebon Drake,51,2,Uncommon,2,Weapons,0,21,Main Hand,257260000,257260001,Axe
10745,Kaylari Shoulders,50,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
10746,Runesteel Vambraces,50,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
10747,Teacher's Sash,41,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
10748,Wanderlust Boots,41,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
10749,Avenguard Helm,54,3,Rare,4,Armor,4,1,Head,257260001,257260002,Plate
10750,Lifeforce Dirk,54,3,Rare,2,Weapons,15,13,One-Hand,257260001,257260001,Dagger
10751,Gemburst Circlet,54,3,Rare,4,Armor,1,1,Head,257260001,257260002,Cloth
10752,Emerald Encrusted Chest,55,2,Uncommon,15,Miscellaneous,4,0,,257260000,257260004,
10758,X'caliboar,42,3,Rare,2,Weapons,8,17,Two-Hand,257260001,257260000,Sword
10761,Coldrage Dagger,44,3,Rare,2,Weapons,15,13,One-Hand,257260001,257260001,Dagger
10762,Robes of the Lich,44,3,Rare,4,Armor,1,5,Chest,257260001,257260002,Cloth
10763,Icemetal Barbute,44,3,Rare,4,Armor,4,1,Head,257260001,257260002,Plate
10764,Deathchill Armor,44,3,Rare,4,Armor,3,5,Chest,257260001,257260002,Mail
10765,Bonefingers,43,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
10766,Plaguerot Sprig,40,3,Rare,2,Weapons,19,15,Ranged,257260001,257260004,Wand
10767,Savage Boar's Guard,42,3,Rare,4,Armor,6,14,Shield,257260001,257260005,Shield
10768,Boar Champion's Belt,42,3,Rare,4,Armor,3,6,Waist,257260001,257260003,Mail
10769,Glowing Eye of Mordresh,41,3,Rare,4,Armor,-3,2,Neck,257260001,257260004,
10770,Mordresh's Lifeless Skull,41,3,Rare,4,Armor,-5,23,Held In Off-hand,257260001,257260004,
10771,Deathmage Sash,41,3,Rare,4,Armor,1,6,Waist,257260001,257260003,Cloth
10772,Glutton's Cleaver,41,2,Uncommon,2,Weapons,0,13,One-Hand,257260000,257260001,Axe
10774,Fleshhide Shoulders,42,3,Rare,4,Armor,2,3,Shoulder,257260001,257260003,Leather
10775,Carapace of Tuten'kash,42,3,Rare,4,Armor,4,5,Chest,257260001,257260002,Plate
10776,Silky Spider Cape,42,3,Rare,4,Armor,-6,16,Back,257260001,257260004,
10777,Arachnid Gloves,42,3,Rare,4,Armor,2,10,Hands,257260001,257260003,Leather
10778,Necklace of Sanctuary,60,2,Uncommon,4,Armor,-3,2,Neck,257260000,257260004,
10779,Demon's Blood,60,2,Uncommon,4,Armor,-4,12,Trinket,257260000,257260003,
10780,Mark of Hakkar,55,2,Uncommon,4,Armor,-2,11,Finger,257260000,257260004,
10781,Hakkari Breastplate,55,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
10782,Hakkari Shroud,55,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
10783,Atal'ai Spaulders,52,3,Rare,4,Armor,2,3,Shoulder,257260001,257260003,Leather
10784,Atal'ai Breastplate,52,3,Rare,4,Armor,3,5,Chest,257260001,257260002,Mail
10785,Atal'ai Leggings,52,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
10786,Atal'ai Boots,52,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
10787,Atal'ai Gloves,52,3,Rare,4,Armor,1,10,Hands,257260001,257260003,Cloth
10788,Atal'ai Girdle,52,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
10795,Drakeclaw Band,54,3,Rare,4,Armor,-2,11,Finger,257260001,257260004,
10796,Drakestone,54,3,Rare,4,Armor,-5,23,Held In Off-hand,257260001,257260004,
10797,Firebreather,53,3,Rare,2,Weapons,7,13,One-Hand,257260001,257260001,Sword
10798,Atal'alarion's Tusk Ring,51,3,Rare,4,Armor,4,6,Waist,257260001,257260003,Plate
10799,Headspike,51,3,Rare,2,Weapons,6,17,Two-Hand,257260001,257260000,Polearm
10800,Darkwater Bracers,52,3,Rare,4,Armor,2,9,Wrist,257260001,257260004,Leather
10801,Slitherscale Boots,52,3,Rare,4,Armor,2,8,Feet,257260001,257260003,Leather
10802,Wingveil Cloak,52,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
10803,Blade of the Wretched,54,2,Uncommon,2,Weapons,7,21,Main Hand,257260000,257260001,Sword
10804,Fist of the Damned,54,2,Uncommon,2,Weapons,4,13,One-Hand,257260000,257260001,Mace
10805,Eater of the Dead,54,2,Uncommon,2,Weapons,0,21,Main Hand,257260000,257260001,Axe
10806,Vestments of the Atal'ai Prophet,55,3,Rare,4,Armor,1,5,Chest,257260001,257260002,Cloth
10807,Kilt of the Atal'ai Prophet,55,3,Rare,4,Armor,1,7,Legs,257260001,257260002,Cloth
10808,Gloves of the Atal'ai Prophet,55,3,Rare,4,Armor,1,10,Hands,257260001,257260003,Cloth
10818,Yeh'kinya's Scroll,50,1,Common,12,Quest,0,0,,257260004,257260004,
10823,Vanquisher's Sword,44,3,Rare,2,Weapons,7,13,One-Hand,257260001,257260001,Sword
10824,Amberglow Talisman,44,3,Rare,4,Armor,-3,2,Neck,257260001,257260004,
10826,Staff of Lore,48,2,Uncommon,2,Weapons,10,17,Two-Hand,257260000,257260000,Staff
10827,Surveyor's Tunic,48,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
10828,Dire Nail,56,3,Rare,2,Weapons,15,13,One-Hand,257260001,257260001,Dagger
10829,Dragon's Eye,56,3,Rare,4,Armor,-3,2,Neck,257260001,257260004,
10830,M73 Frag Grenade,53,1,Common,0,Consumables,0,0,,257260004,257260004,
10833,Horns of Eranikus,56,3,Rare,4,Armor,3,1,Head,257260001,257260002,Mail
10835,Crest of Supremacy,56,3,Rare,4,Armor,6,14,Shield,257260001,257260005,Shield
10836,Rod of Corrosion,56,3,Rare,2,Weapons,19,15,Ranged,257260001,257260004,Wand
10837,Tooth of Eranikus,56,3,Rare,2,Weapons,0,21,Main Hand,257260001,257260001,Axe
10838,Might of Hakkar,54,3,Rare,2,Weapons,4,21,Main Hand,257260001,257260001,Mace
10842,Windscale Sarong,54,3,Rare,4,Armor,2,7,Legs,257260001,257260002,Leather
10843,Featherskin Cape,54,3,Rare,4,Armor,-6,16,Back,257260001,257260004,
10844,Spire of Hakkar,54,3,Rare,2,Weapons,10,17,Two-Hand,257260001,257260000,Staff
10845,Warrior's Embrace,54,3,Rare,4,Armor,4,5,Chest,257260001,257260002,Plate
10846,Bloodshot Greaves,54,3,Rare,4,Armor,3,8,Feet,257260001,257260003,Mail
10847,Dragon's Call,57,4,Epic,2,Weapons,7,13,One-Hand,257260002,257260001,Sword
10920,Wound Poison II,40,1,Common,0,Consumables,-3,0,,257260004,257260004,
10921,Wound Poison III,48,1,Common,0,Consumables,-3,0,,257260004,257260004,
10922,Wound Poison IV,56,1,Common,0,Consumables,-3,0,,257260004,257260004,
10959,Demon Hide Sack,55,2,Uncommon,1,Containers,0,18,Bag,257260000,257260004,
11040,Morrowgrain,50,1,Common,7,Trade Goods,0,0,,257260004,257260004,
11086,Jang'thraze the Protector,50,3,Rare,2,Weapons,7,21,Main Hand,257260001,257260001,Sword
